subscription_id,user_id,plan_level,mrr,status,upgrade_date
da39fbca,4bbb9cb6,Free,0,Active,
120b28b6,bf2ffaba,Free,0,Active,
762457fd,27db72af,Free,0,Active,
2f8a6c79,6e01dde7,Free,0,Active,
b3e32bb3,d752fdb2,Free,0,Active,
f6b941ae,cbbcbe58,Pro,51.13,Active,04/02/2025
adffa0f9,9f2b83f7,Free,0,Active,
0c9ef29d,d0a76c52,Free,0,Active,
f27f6199,14bea97b,Free,0,Active,
615d0fb2,35ea97b2,Free,0,Active,
ac8fab4e,62a8d89a,Free,0,Active,
1b85b79f,0cc34828,Free,0,Active,
51c78cfd,ff0d2952,Free,0,Active,
d7146ed3,2a930353,Free,0,Active,
28c6a89f,a5b55570,Free,0,Active,
c9d9dd2b,1fa65548,Free,0,Active,
0ce0e83f,dbb10d01,Pro,27.91,Active,28/01/2025
7.03E+86,f4739c9f,Free,0,Active,
24daa0c9,a19d89ba,Free,0,Active,
ab2169e8,80c5bbb7,Free,0,Active,
57f447a8,5b1ef6ee,Free,0,Active,
211e5dcf,5fe42b91,Free,0,Active,
f92e2920,954dd8f6,Pro,901.35,Active,26/01/2025
281519c6,81e5e4b9,Free,0,Active,
aed63f53,1e9c4858,Free,0,Active,
40d13e4f,506a01c8,Free,0,Active,
c5b32aad,7ecade98,Free,0,Active,
5b54e43b,4a9e0612,Free,0,Active,
2df6ea32,f597e99b,Pro,602.29,Active,26/01/2025
9e17a984,a73de9db,Free,0,Active,
0e54010c,dbae12ca,Free,0,Active,
71de5697,79863b0e,Free,0,Active,
d41e9076,13afd764,Pro,79.5,Active,17/01/2025
990c769a,0bc7d344,Pro,275.38,Active,21/01/2025
d5017f1a,37602992,Free,0,Active,
ac617e37,8f13a05b,Free,0,Active,
cfcbe4ef,a2184bcc,Free,0,Active,
4005b138,7e99aacf,Pro,190.31,Active,03/01/2025
a6bf01f8,a1b3cf3d,Pro,104.59,Active,27/01/2025
2cb75ebf,05f52ca1,Free,0,Active,
978ebc62,c1f971e3,Pro,639.05,Active,26/01/2025
a5184c9f,82c7b5ff,Pro,52.1,Active,09/01/2025
27c05209,cb7e9172,Free,0,Active,
e72ff58e,a9e7b2d5,Free,0,Active,
fc8d5236,b37892c3,Pro,584.33,Active,04/02/2025
3de7afc1,7bac21aa,Free,0,Active,
1e7c28a3,1b9a3f4a,Free,0,Active,
2f3b6e2d,1f4d0c3d,Free,0,Active,
4dcac522,e994bd39,Free,0,Active,
067fe30a,48e8a25a,Free,0,Active,
8613b2c8,0382c82b,Free,0,Active,
bb1c837e,83317559,Free,0,Active,
d9bb6a21,8298bdc6,Free,0,Active,
2f32149b,ffff5cca,Pro,118.79,Active,06/02/2025
10c330db,5c3d1218,Free,0,Active,
1299adc5,a13101b4,Pro,29.92,Active,06/02/2025
f81b6870,e156f53d,Free,0,Active,
fdc3ba13,407a84b8,Pro,238.74,Active,25/01/2025
3219618f,d5f40251,Free,0,Active,
55efb653,273c3a8b,Free,0,Active,
a11dab58,5595de47,Free,0,Active,
1c3f93bc,7146f6c2,Free,0,Active,
468f709d,42158e5f,Free,0,Active,
10e4979d,4d9d1c2f,Free,0,Active,
fa6b3a78,7a76c3dc,Free,0,Active,
88757029,7bd2aa9d,Free,0,Active,
a3c940c0,dc7d54ad,Free,0,Active,
4679248c,03b82134,Free,0,Active,
9909f879,c1815c57,Free,0,Active,
a66bb303,3b302e48,Free,0,Active,
df5444bc,128061ff,Pro,149.66,Active,24/01/2025
2c288af7,e27d6929,Free,0,Active,
bfbddfd3,b7d36479,Free,0,Active,
4d90fc47,5e3b0bb2,Pro,24.76,Active,09/01/2025
5cd234cf,46da3991,Enterprise,3264.29,Active,08/01/2025
1112cc90,035de61e,Free,0,Active,
45dde6b6,2cabc160,Free,0,Active,
ef8b08d4,c66e364d,Pro,76.96,Active,05/01/2025
d975330b,3305a7e3,Free,0,Active,
c12cdbca,1482d0dc,Free,0,Active,
7bb31e7b,b3e7e769,Free,0,Active,
d82a5244,cd999b87,Pro,260.91,Active,14/01/2025
f2d4e53e,f7289ccc,Free,0,Active,
65be0b45,5bd42a61,Free,0,Active,
16f05283,4e7c0a74,Free,0,Active,
39aab339,509678af,Free,0,Active,
3e99c227,93759b7e,Pro,250.52,Active,23/01/2025
a0da223a,7845fd89,Free,0,Active,
7536a6d5,2864b985,Pro,173.99,Active,07/01/2025
1e742285,510c3492,Free,0,Active,
eadee4d0,3914ce63,Pro,709.72,Active,26/01/2025
ebbc0813,da78b837,Free,0,Active,
44ce8229,5ad524f9,Free,0,Active,
67cc9f36,55a35289,Pro,236.44,Active,21/01/2025
ad466e75,c8964c83,Pro,81.44,Active,30/01/2025
b621db33,f54863ad,Free,0,Active,
43bf8ccb,6e593f3d,Free,0,Active,
edcda640,602e7484,Free,0,Active,
88dd4bab,02d34c97,Free,0,Active,
8788fa0f,7.75E+06,Free,0,Active,
45b013bc,1a7e9693,Pro,98.46,Active,15/01/2025
dd743288,b972d978,Free,0,Active,
bfb50899,0cf67126,Free,0,Active,
527432ea,daadd3a4,Free,0,Active,
b0ea05b6,005da67d,Pro,538.58,Active,20/01/2025
22c14de4,d65a85c4,Pro,181.11,Active,04/02/2025
be2ff1dc,542e66af,Free,0,Active,
bfd3cd14,a57126cf,Pro,108.07,Active,20/01/2025
b2897813,7554dd65,Pro,319.68,Active,18/01/2025
ada70e76,f798c1cf,Free,0,Active,
e9203c35,45b76826,Pro,200.21,Active,10/01/2025
9366564,3dcd07ed,Free,0,Active,
ec700688,d644ff2e,Free,0,Active,
792b7f4b,7e5cbbba,Free,0,Active,
01a95387,2b1d9849,Free,0,Active,
9bd5c7b7,4cd7fd17,Free,0,Active,
3d3766a8,56859946,Pro,206.08,Active,27/01/2025
708b71e0,08b23e18,Pro,27.63,Active,19/01/2025
52e7deb4,f8428558,Free,0,Active,
88efb901,ae97c26d,Pro,910.21,Active,26/01/2025
4db9e14e,498b0161,Free,0,Active,
7c69b64a,7b4a981f,Pro,320.56,Active,29/01/2025
f69e19d8,49842227,Free,0,Active,
047b325d,9f942966,Free,0,Active,
d5f9f28c,1ac9a964,Free,0,Active,
ebb8f09c,4262cc87,Free,0,Active,
3af47ee7,c5512e6d,Free,0,Active,
079c65f9,857f6a8f,Free,0,Active,
6d035cb8,207b3de0,Free,0,Active,
b7413b9c,a237b61e,Free,0,Active,
da36d4dd,313e409e,Free,0,Active,
087ff3cd,901e1daa,Free,0,Active,
c1a4ecc8,98ef0289,Free,0,Active,
4eb9adb3,fd5675a7,Pro,202.8,Active,02/01/2025
61dc8e77,0248a762,Free,0,Active,
8454d1dc,810eff6d,Pro,231.68,Active,17/01/2025
8f81821d,f040ae21,Pro,99.91,Active,23/01/2025
7c3c560c,c7eeb112,Pro,826.56,Active,20/01/2025
0d6b35d6,1b5a893d,Free,0,Active,
8bb1ab91,0b7f2636,Free,0,Active,
342d7f5b,ad63fb12,Free,0,Active,
d38ad6f6,7016759d,Free,0,Active,
769be88b,213f574e,Free,0,Active,
c9189caf,7f720ecb,Free,0,Active,
55578c1c,e5753f4b,Pro,218.36,Active,29/01/2025
9b29135c,156e92c4,Free,0,Active,
43a50c01,3d26b8f2,Free,0,Active,
61440b43,f76341ad,Free,0,Active,
0e66a813,ef2133a0,Pro,99.17,Active,03/02/2025
e774b4d5,22ec1002,Enterprise,617.48,Active,08/01/2025
ffdaa0fe,eed9487a,Free,0,Active,
389cce97,66fcb8d7,Free,0,Active,
2077f043,4411ded7,Pro,116.25,Active,14/01/2025
0d73d2d6,e37c664e,Pro,50.44,Active,10/01/2025
fc64e7ed,cd7a97ed,Free,0,Active,
63f05be1,3301f947,Pro,29.42,Active,30/01/2025
f3568a91,01c4b25a,Free,0,Active,
40798699,7c2a8b1d,Free,0,Active,
94795600,ef3d112e,Free,0,Active,
d8bd1bf8,22bb7cad,Free,0,Active,
cdc08002,1cc0c16c,Free,0,Active,
e84e5756,292f23f3,Free,0,Active,
5768d8cf,58d32ef5,Free,0,Active,
ef22416c,e1de1c06,Free,0,Active,
2d32eacf,bedad7ca,Free,0,Active,
12eab7f0,804d9433,Free,0,Active,
9341e50e,8d21e41d,Enterprise,2589.35,Active,21/01/2025
9bfa5d54,88b045d8,Free,0,Active,
e917908d,bff19248,Enterprise,5404.76,Active,24/01/2025
6fb07b83,6fe51db9,Free,0,Active,
41030e9c,7.74E+10,Free,0,Active,
2e0e8391,0d12c269,Free,0,Active,
1db0774d,19e4a05a,Free,0,Active,
6251914,5d7bfac3,Free,0,Active,
a3952a3d,6a38ac13,Free,0,Active,
3cb5b66d,4632861f,Pro,258.62,Active,03/01/2025
a9df6ca8,5bb5fa60,Pro,173.42,Active,02/02/2025
44982362,c513535f,Free,0,Active,
815e99ea,75d41b99,Free,0,Active,
321fbafa,eef4e7b0,Pro,104.69,Active,17/01/2025
72e73db8,1a1d9b2f,Free,0,Active,
12f2054c,5d38f2ea,Free,0,Active,
3e403df5,0169cf3c,Free,0,Active,
faebce4c,ce4c53c5,Free,0,Active,
4d3e4a0e,7a4cc38a,Free,0,Active,
6df4d327,41a6d832,Free,0,Active,
a66bd9cc,9813dd49,Free,0,Active,
83db0e73,20e3837f,Free,0,Active,
c89abea7,58135db3,Pro,29.74,Active,24/01/2025
00741a1a,693b3833,Free,0,Active,
cdae34b2,59bc9b62,Free,0,Active,
66523b15,4c5f1ebd,Free,0,Active,
fdbb84c4,f71374d3,Free,0,Active,
1722de79,c041e937,Free,0,Active,
ebe85a56,1f9c9d8f,Free,0,Active,
d9a46f12,83e3ccf5,Free,0,Active,
0096fccf,c30e2264,Free,0,Active,
1442c911,fff813cf,Free,0,Active,
6e14e963,0a9a6d67,Pro,223.96,Active,15/01/2025
3d28eb5f,d3f2cda6,Free,0,Active,
676d56bd,8b50a13a,Pro,243.13,Active,10/01/2025
1f432150,667541f9,Free,0,Active,
879b188d,357acc69,Pro,176.91,Active,15/01/2025
aec3fcb7,383ebf19,Pro,464.15,Active,11/01/2025
62b53f52,7063eaaa,Free,0,Active,
bbecbf1c,f3057820,Free,0,Active,
2cce1102,d3768db0,Free,0,Active,
f7c67927,0e0477dd,Pro,1019.29,Active,25/01/2025
7258f3ad,fbb7d9db,Free,0,Active,
d98cacf0,54662992,Pro,131.87,Active,22/01/2025
3c492e00,d9cb8e60,Pro,53.55,Active,05/01/2025
ff250e8e,29845b38,Pro,29.1,Active,10/01/2025
d6fac4e8,b9835a9f,Free,0,Active,
9b405851,325e576f,Free,0,Active,
2c919e1a,f697cfc8,Free,0,Active,
e718cb61,041a6000,Free,0,Active,
f2bfcd43,b4049654,Free,0,Active,
0c809276,18761066,Free,0,Active,
9c1746ab,ca04b69d,Free,0,Active,
43a795d7,f8d29f71,Free,0,Active,
5ddc6206,6edc6e90,Pro,78.52,Active,17/01/2025
aacc9d3b,dd2155a1,Pro,758.81,Active,28/01/2025
e2b94316,f69956bf,Free,0,Active,
2e2fd36e,2c7bccd8,Free,0,Active,
12c923b0,60793b03,Free,0,Active,
c93dac18,fb4a9275,Enterprise,1940.39,Active,27/01/2025
4848e621,22ade2a0,Pro,228.53,Active,27/01/2025
2198177f,f7bba0b0,Free,0,Active,
becaed6b,bb74ff72,Pro,82.92,Active,14/01/2025
e23604e5,c4a956da,Free,0,Active,
643a1485,96c18fa0,Free,0,Active,
b8265b03,9f88f9a3,Free,0,Active,
81a06fe1,78ee7bc9,Free,0,Active,
fdab3b9d,c8c27157,Pro,186.84,Active,08/01/2025
bed1c9a2,0e568fa1,Pro,243.2,Active,13/01/2025
ac059d4d,4eeac9bc,Free,0,Active,
6b8c97f7,14173c17,Free,0,Active,
72e4839d,f4e31d4f,Free,0,Active,
b19c40cb,24e1c064,Free,0,Active,
98ec639e,61bdc1bb,Pro,154.06,Active,18/01/2025
e8540206,ff1c8fac,Free,0,Active,
6a74e63f,fdf75ca2,Pro,485.79,Active,31/01/2025
c49322a1,dbd1edfd,Free,0,Active,
9c07809f,196e140b,Free,0,Active,
d0544f8d,e7be5aa5,Free,0,Active,
47fb519a,e8a246c7,Pro,236.33,Active,26/01/2025
e3e39062,eb996079,Pro,761.61,Active,09/01/2025
cd6cff60,50093b7c,Free,0,Active,
7379d90c,d7fa6fe9,Free,0,Active,
51c8812c,cd1de4f1,Free,0,Active,
e1240c10,5ff54786,Pro,58.47,Active,10/01/2025
62d787f0,bd752b78,Free,0,Active,
3edb8600,bd340a0c,Free,0,Active,
dc3020e5,a25253a2,Free,0,Active,
62ea298b,6b9d9872,Free,0,Active,
9460fbd3,cdb0744a,Free,0,Active,
f688d130,ccba0909,Pro,543.83,Active,14/01/2025
773c958a,e671e907,Free,0,Active,
3215404f,fa44f6f7,Free,0,Active,
b0d9fbfd,5ffa3f77,Free,0,Active,
04fcbad1,e5047afa,Free,0,Active,
f4feff85,98247aa9,Free,0,Active,
a20baac9,61daa17b,Free,0,Active,
6e63a7fa,bbc92505,Free,0,Active,
f9b7aaa9,b80d5658,Free,0,Active,
f5724de3,a0880af2,Free,0,Active,
e6746e4e,496a193d,Free,0,Active,
ed8ed8c0,71dd17c0,Free,0,Active,
df961c1a,41f9e8ea,Pro,187.71,Active,26/01/2025
94b35cb5,a436f073,Free,0,Active,
5021c830,11cacc5b,Free,0,Active,
268eef93,dc2fae0b,Free,0,Active,
f088e71d,495de242,Pro,25.99,Active,17/01/2025
a19e8af6,abed626f,Free,0,Active,
33d81906,4be80446,Free,0,Active,
135ecb65,9be2aaad,Free,0,Active,
6826c754,0f4f497b,Free,0,Active,
3c593c61,eb9ab95d,Pro,237.04,Active,08/01/2025
c0def333,e934809b,Free,0,Active,
8a21b2b0,91c9eb54,Free,0,Active,
072d8fd9,50c5e8c7,Free,0,Active,
d9197878,6.02E+14,Free,0,Active,
d2416c5f,a25332a9,Free,0,Active,
0b2b2835,cf1041bd,Free,0,Active,
e069ff8c,3db95489,Free,0,Active,
6d725177,92201f9f,Pro,772.11,Active,06/02/2025
a548f38d,46f9bb8c,Free,0,Active,
2519f2a7,88f2a740,Free,0,Active,
d45efbf7,e3a5055e,Pro,265.61,Active,30/01/2025
4ebd022d,ce0557ea,Free,0,Active,
eadb67e6,2f34ca47,Free,0,Active,
68728563,06acb071,Free,0,Active,
96483aa9,94804273,Pro,263.99,Active,09/01/2025
4cf63ac2,6ad899e6,Free,0,Active,
a6bd8be0,b25d700d,Free,0,Active,
042802ef,f3b3b16b,Free,0,Active,
0aed888f,105e787f,Pro,152.99,Active,14/01/2025
07a1f3a5,5ef95824,Free,0,Active,
a8bf8eb5,ff15c6fc,Pro,108.78,Active,11/01/2025
3.64E+04,5d28879f,Free,0,Active,
bec88b8a,62da1522,Free,0,Active,
1930d1a8,81734d5a,Free,0,Active,
d035ef68,f379b379,Free,0,Active,
35b72fc8,6a884e15,Free,0,Active,
0f45be13,b99689f3,Free,0,Active,
8d572f2e,1096c09c,Pro,923.69,Active,06/01/2025
957aeceb,b440aeec,Pro,117.82,Active,04/02/2025
d0e7c722,3e38492e,Free,0,Active,
9e7bf66a,b5fc78f8,Free,0,Active,
cc98cfaf,c6c41d8a,Free,0,Active,
b7884ec6,d1627d45,Free,0,Active,
54240462,97388b42,Free,0,Active,
81008d2f,f66028de,Free,0,Active,
bd2ac084,78a9f3e8,Free,0,Active,
9f36aa94,5ccb4ca8,Free,0,Active,
8c4ae00b,4439aace,Free,0,Active,
dc0e55cf,d0e0f5a9,Free,0,Active,
ed64af5b,14ff908e,Pro,289.89,Active,06/01/2025
0fc03a49,650d5aa6,Pro,605.61,Active,29/01/2025
196aa898,c53f89c7,Free,0,Active,
2986359b,84c9bce2,Pro,927.17,Active,23/01/2025
db9f613b,e9ccc1e8,Free,0,Active,
cbd20639,60e639ae,Free,0,Active,
ab5f1bc9,358dbc0a,Free,0,Active,
83b463f5,2ec04ca7,Pro,162.31,Active,19/01/2025
e550cff4,d7d3d761,Free,0,Active,
10551c1d,0027aa4d,Pro,650.36,Active,07/01/2025
c65b7487,7c648288,Free,0,Active,
896d0512,ee9c97eb,Free,0,Active,
4677baa4,0913e985,Free,0,Active,
89603fd6,56c454e7,Free,0,Active,
7d608637,049a8e69,Free,0,Active,
9db3b3bf,c8a065d6,Pro,210.9,Active,10/01/2025
a23ec6b2,8fde7b5c,Free,0,Active,
30f3fae7,06e32ef3,Free,0,Active,
5c5c4351,42535602,Free,0,Active,
3e43738d,56b888cb,Free,0,Active,
8a91d7d4,6c3b70d7,Free,0,Active,
314e6a2b,00dbde8e,Free,0,Active,
8e057969,bbea46d6,Pro,200.31,Active,10/01/2025
cb813c10,a0c191bc,Free,0,Active,
3a8600da,709bd7c7,Free,0,Active,
10582f8e,36164c29,Free,0,Active,
9fb567f1,7b9207f0,Free,0,Active,
30cdc659,0b393206,Free,0,Active,
e1aed69d,4aa1bc89,Free,0,Active,
f217146e,2b4d8fce,Pro,867.47,Active,26/01/2025
f9ff32b9,16ecba33,Free,0,Active,
911d20ea,4b951802,Free,0,Active,
2fdd8431,3b2b9ee2,Free,0,Active,
cdd40a72,b3a542ec,Pro,1019.19,Active,18/01/2025
06389fd3,a8cc3718,Free,0,Active,
eef2e394,fc5e4be4,Pro,140.69,Active,31/01/2025
12e13f6e,93ee3f76,Free,0,Active,
a091c0a0,d18cfc80,Free,0,Active,
f03ba95c,bf4edc5a,Free,0,Active,
2f5854f0,fb56837c,Free,0,Active,
7bc59a4b,07ff48e5,Free,0,Active,
14db3a5e,f2bfbbcd,Free,0,Active,
8f7f2bab,fc7b5e33,Pro,103.54,Active,24/01/2025
a1366564,4a6f8c2b,Free,0,Active,
aba5175e,dbe1ed0d,Pro,49.7,Active,14/01/2025
dbb39cda,2af34ae9,Free,0,Active,
9a84229b,a0639566,Free,0,Active,
2bc5e303,681bac14,Free,0,Active,
c516fbdd,274b3913,Free,0,Active,
e1b05330,ed411a30,Free,0,Active,
3d937a0b,1.81E+60,Free,0,Active,
7fa882a5,261a6d61,Free,0,Active,
c64d903f,ac341e11,Free,0,Active,
7645b8c3,54b69362,Free,0,Active,
6ee94988,bf33f5a8,Free,0,Active,
159aaaef,01b78084,Free,0,Active,
3230b4da,f0a2a449,Free,0,Active,
e91d2ae0,c08fe696,Free,0,Active,
2485e0f2,c1b35ff9,Free,0,Active,
1f3cc3f6,41b77c7a,Free,0,Active,
4b85ca20,08231aad,Free,0,Active,
ad440695,db3cc864,Free,0,Active,
cd840f39,5b4b0c30,Free,0,Active,
ae57c094,48e8b793,Free,0,Active,
0d27fb09,cdcea2a6,Free,0,Active,
86772b4f,59ce3a7b,Free,0,Active,
5d3b8ccd,9e183efd,Free,0,Active,
a0385b2d,930ab07d,Pro,305.98,Active,22/01/2025
e2a18b3c,630a62e2,Free,0,Active,
8e1ebaa7,f64a1eb8,Pro,24.76,Active,25/01/2025
a97cff66,686012c6,Free,0,Active,
64278b72,40fb5bf4,Free,0,Active,
46fd1415,4a00f038,Free,0,Active,
5993c510,cca9684a,Free,0,Active,
b48c4615,bb627f6d,Free,0,Active,
4b14d287,d98e21ff,Free,0,Active,
757e0595,da79b6aa,Pro,240.2,Active,06/01/2025
cd3f1ec0,9d553ef4,Free,0,Active,
8ca1b359,246016f9,Free,0,Active,
cd841f5a,b00afdae,Pro,72.32,Active,16/01/2025
698238b0,3e274a28,Free,0,Active,
0ec5ca3c,1b760097,Free,0,Active,
fe82ac35,87067fbd,Pro,207.5,Active,30/01/2025
e018ed4f,0e10e601,Free,0,Active,
06bcfb53,1a7d8a5d,Pro,747.77,Active,16/01/2025
9a04b264,9f0687cc,Free,0,Active,
495d0b2c,413cd617,Free,0,Active,
9c0de672,dd2e3123,Free,0,Active,
656b931f,5f3b6979,Free,0,Active,
59e636eb,51d17687,Pro,201.06,Active,29/01/2025
7e2fe0ba,8f5c5cdd,Free,0,Active,
e426c8e4,c58e7d8a,Free,0,Active,
7f7584cd,6e09a33c,Pro,197.41,Active,25/01/2025
5e41027d,4154c641,Free,0,Active,
a9be6b08,4a11d909,Free,0,Active,
f51ce8c1,732af968,Free,0,Active,
8a561989,884b724f,Free,0,Active,
ad092ca8,57291b46,Enterprise,2320.95,Active,12/01/2025
e6a64c25,e3f8ac4f,Pro,172.36,Active,01/02/2025
983a514c,27fa2ccc,Free,0,Active,
91c4bbe7,bb2de8f5,Free,0,Active,
937ffdf4,c81a5f05,Pro,849.37,Active,30/01/2025
298a940d,d6eb40c2,Free,0,Active,
23393bb7,548a0ab2,Free,0,Active,
